1.4325,PIC00000.JPG,12815,40.142941,139.988578,5.40,180.1,100,200,300
2.4325,PIC00001.JPG,12815,40.143042,139.988578,5.40,180.1,100,200,300
3.4325,PIC00002.JPG,12815,40.143143,139.988578,5.40,180.1,100,200,300
10.4325,PIC00003.JPG,12815,40.143244,139.988578,5.40,180.1,100,200,300
20.4325,PIC00004.JPG,12815,40.143345,139.988578,5.40,180.1,100,200,300
231.4325,PIC00005.JPG,12815,40.143446,139.988578,5.40,180.1,100,200,300
431.4325,PIC00006.JPG,12815,40.143547,139.989578,5.40,180.1,100,200,300
1231.4325,PIC00007.JPG,12815,40.143648,139.989578,5.40,180.1,100,200,300
2231.4325,PIC00008.JPG,12815,40.143749,139.989578,5.40,180.1,100,200,300
3231.4325,PIC00009.JPG,12815,40.143850,139.989578,5.40,180.1,100,200,300
4231.4325,PIC00010.JPG,12815,40.143951,139.989577,5.40,180.1,100,200,300
5231.4325,PIC00011.JPG,12815,40.144052,139.989576,5.40,180.1,100,200,300
7631.4325,PIC00012.JPG,12815,40.144153,139.989575,5.40,180.1,100,200,300
8131.4325,PIC00013.JPG,12815,40.144254,139.989574,5.40,180.1,100,200,300
8831.4325,PIC00014.JPG,12815,40.144355,139.989573,5.40,180.1,100,200,300
9731.4325,PIC00015.JPG,12815,40.144456,139.989572,5.40,180.1,100,200,300
9831.4325,PIC00016.JPG,12815,40.144557,139.989571,5.40,180.1,100,200,300
9931.4325,PIC00017.JPG,12815,40.144658,139.989570,5.40,180.1,100,200,300
11231.4325,PIC00018.JPG,12815,40.144759,139.988569,5.40,180.1,100,200,300
11232.4325,PIC00019.JPG,12815,40.144860,139.988568,5.40,180.1,100,200,300
11233.4325,PIC00020.JPG,12815,40.144941,139.988567,5.40,180.1,100,200,300
11234.4325,PIC00021.JPG,12815,40.145041,139.988565,5.40,180.1,100,200,300
11235.4325,PIC00022.JPG,12815,40.145141,139.988566,5.40,180.1,100,200,300
11236.4325,PIC00023.JPG,12815,40.145241,139.989565,5.40,180.1,100,200,300
11237.4325,PIC00024.JPG,12815,40.145341,139.989564,5.40,180.1,100,200,300
11238.4325,PIC00025.JPG,12815,40.145443,139.989573,5.40,180.1,100,200,300
11239.4325,PIC00026.JPG,12815,40.145545,139.989574,5.40,180.1,100,200,300
11241.4325,PIC00027.JPG,12815,40.145646,139.989545,5.40,180.1,100,200,300
11251.4325,PIC00028.JPG,12815,40.145747,139.989546,5.40,180.1,100,200,300
11261.4325,PIC00029.JPG,12815,40.145848,139.989547,5.40,180.1,100,200,300
11271.4325,PIC00030.JPG,12815,40.145951,139.989548,5.40,180.1,100,200,300
11281.4325,PIC00031.JPG,12815,40.146051,139.989549,5.40,180.1,100,200,300
11291.4325,PIC00032.JPG,12815,40.146151,139.989550,5.40,180.1,100,200,300
11301.4325,PIC00033.JPG,12815,40.146251,139.989551,5.40,180.1,100,200,300
11331.4325,PIC00034.JPG,12815,40.146351,139.989552,5.40,180.1,100,200,300
11431.4325,PIC00035.JPG,12815,40.146451,139.990553,5.40,180.1,100,200,300
11531.4325,PIC00036.JPG,12815,40.146551,139.990554,5.40,180.1,100,200,300
11631.4325,PIC00037.JPG,12815,40.146651,139.990565,5.40,180.1,100,200,300
11731.4325,PIC00038.JPG,12815,40.146681,139.990566,5.40,180.1,100,200,300
11831.4325,PIC00039.JPG,12815,40.146751,139.990567,5.40,180.1,100,200,300
11931.4325,PIC00040.JPG,12815,40.146851,139.990568,5.40,180.1,100,200,300
11991.4325,PIC00041.JPG,12815,40.147051,139.990569,5.40,180.1,100,200,300
12231.4325,PIC00042.JPG,12815,40.147151,139.990571,5.40,180.1,100,200,300
13231.4325,PIC00043.JPG,12815,40.147251,139.990573,5.40,180.1,100,200,300
14231.4325,PIC00044.JPG,12815,40.147351,139.990574,5.40,180.1,100,200,300
15231.4325,PIC00045.JPG,12815,40.147451,139.990575,5.40,180.1,100,200,300
16231.4325,PIC00046.JPG,12815,40.147551,139.990576,5.40,180.1,100,200,300
17231.4325,PIC00047.JPG,12815,40.147661,139.990581,5.40,180.1,100,200,300
18231.4325,PIC00048.JPG,12815,40.147761,139.990582,5.40,180.1,100,200,300
19231.4325,PIC00049.JPG,12815,40.147861,139.990583,5.40,180.1,100,200,300
21231.4325,PIC00050.JPG,12815,40.147961,139.988584,5.40,180.1,100,200,300
31231.4325,PIC00051.JPG,12815,40.148061,139.988585,5.40,180.1,100,200,300
